comment,typeid,play,pic,subtitle,description,copyright,title,review,author,mid,created,length,video_review,aid,bvid,hide_click,is_pay,is_union_video,is_steins_gate,is_live_playback,like,coin,collect,share,rank
457,212,920082,http://i2.hdslb.com/bfs/archive/7ad0b414a5b4a0994d6dfbb7d4590d2e6c1e26a8.jpg,,-,1,第一次看到这个,0,刘庸干净又卫生,533459953,1618316277,01:06,1291,460011464,BV1z5411A7kx,False,0,0,0,0,2.1万,831,708,1250,
3949,212,2959022,http://i1.hdslb.com/bfs/archive/f487c4b4bd3416c023c9be8a9e646ed7a7797cd6.jpg,,-,1,这啥玩意儿？花花绿绿的！,0,刘庸干净又卫生,533459953,1646457551,02:00,9685,254574952,BV11Y411g7SJ,False,0,0,0,0,20.9万,9944,5688,5026,全站排行榜最高第44名
4206,212,4853207,http://i1.hdslb.com/bfs/archive/39f200709f01b3fd2fc55da5fbc12ec47eadc906.jpg,,-,1,街头甘蔗汁，排毒养颜，补气补血。,0,刘庸干净又卫生,533459953,1635048476,01:16,4556,548823550,BV1yq4y1G7n7,False,0,0,0,0,21.6万,1.3万,7674,5290,全站排行榜最高第28名
6420,212,6547141,http://i0.hdslb.com/bfs/archive/46d08a65b0bfe6f61a0f299de2d18df473292114.jpg,,-,1,我人生第一次喝芦荟汁的时候，也喝不下去，不是一开始就那么猛！,0,刘庸干净又卫生,533459953,1633411559,01:18,8581,420880917,BV17341117vz,False,0,0,0,0,22.0万,2.5万,1.3万,2.8万,全站排行榜最高第48名
2505,212,2326003,http://i1.hdslb.com/bfs/archive/1e73b8b28e44d0f0e0f66bfa0ebfa4a6e4a550d8.jpg,,-,1,印度街头免费饮用水,0,刘庸干净又卫生,533459953,1629971594,00:27,1618,675003584,BV19U4y1E7ni,False,0,0,0,0,5.5万,1777,1306,1837,
984,212,1850554,http://i0.hdslb.com/bfs/archive/4413a3789e3e14b5bb2a7a8fbcf9be2cdc7832a4.jpg,,-,1,爱因斯坦方便面你吃过吗？,0,刘庸干净又卫生,533459953,1625051825,00:51,1460,376468282,BV12o4y1Q7GR,False,0,0,0,0,5.9万,1679,2476,1630,
826,212,2480925,http://i0.hdslb.com/bfs/archive/d25ee0348f8aeddecb57e34407190702e3853ba3.jpg,,-,1,这个咖喱饼是真的好吃。,0,刘庸干净又卫生,533459953,1623401536,00:43,902,291000895,BV12f4y1b7YF,False,0,0,0,0,5.0万,1530,1415,1221,
548,212,1428074,http://i1.hdslb.com/bfs/archive/73f07a74d506d5ffa16265f7d72d07b5a802b96e.jpg,,-,1,你们要的新作品来了,0,刘庸干净又卫生,533459953,1618151080,01:38,1503,290123041,BV15f4y1s72Y,False,0,0,0,0,3.9万,1515,1405,898,
4877,212,2878608,http://i2.hdslb.com/bfs/archive/82deed2dc58df3f9a78d3fa9f33502a3a21bffb9.jpg,,-,1,印度家常晚餐,0,刘庸干净又卫生,533459953,1646404604,08:04,16403,381894752,BV1NZ4y1C7Tc,False,0,0,0,0,17.1万,2.0万,4671,3295,全站排行榜最高第50名
2215,21,1544789,http://i1.hdslb.com/bfs/archive/abcaf8ab85a36a58738db252aa2c1ca5943a7fc0.jpg,,-,1,在寒冷的冬天随机和一位路人的街拍。,0,刘庸干净又卫生,533459953,1634958777,00:27,1430,506141306,BV1Mu411f7RT,False,0,0,0,0,8.6万,5201,2681,949,
4307,239,1805662,http://i1.hdslb.com/bfs/archive/f39654b7e6c02f1a53257f12c9178fac73925834.jpg,,-,1,国庆特辑(二)带大家看看这边的毛坯房,0,刘庸干净又卫生,533459953,1633337662,03:43,5168,763434534,BV1Mr4y127SH,False,0,0,0,0,10.4万,1.3万,2606,1941,
2659,212,2987269,http://i1.hdslb.com/bfs/archive/629f169bdcabf72f080f55aa105467f36e479efb.jpg,,-,1,又来吃手抓饭了，看着像剩饭，但是非常好吃。,0,刘庸干净又卫生,533459953,1629880504,01:15,3948,335084974,BV13A411c7bf,False,0,0,0,0,8.4万,3345,2723,5474,
2402,212,3197121,http://i1.hdslb.com/bfs/archive/f378367403f2c998dea6d7bdbb3103f09daa8c9e.jpg,,-,1,街头口嚼烟，老板教我怎么吃。,0,刘庸干净又卫生,533459953,1624967409,00:41,1199,206489135,BV1qh411h7c4,False,0,0,0,0,6.9万,2067,3806,1755,
1243,212,1644227,http://i1.hdslb.com/bfs/archive/31e05d166e3e24cf63c1fef859fc225f1273d38b.jpg,,-,1,深夜街头炒面，干净又卫生！,0,刘庸干净又卫生,533459953,1623322566,00:43,1145,716007254,BV1VQ4y197Fx,False,0,0,0,0,4.1万,2175,2213,1620,
459,76,2057253,http://i1.hdslb.com/bfs/archive/59ef235d5210c4cc29d24dfcc31b718d9d6e8755.jpg,,-,1,农村自助,0,刘庸干净又卫生,533459953,1618065547,00:52,647,545022279,BV19i4y1w7Kj,False,0,0,0,0,4.0万,1346,1639,1144,
3863,21,2189504,http://i0.hdslb.com/bfs/archive/cf55fe4b69a80c09f70955192f7c2e20c8b8d81d.jpg,,-,1,印度按摩完整版,0,刘庸干净又卫生,533459953,1646310118,30:07,12196,851948479,BV1WL4y1371r,False,0,0,0,0,11.7万,1.4万,1.5万,5957,
2349,21,1188746,http://i2.hdslb.com/bfs/archive/72545a89483ea4ba34896d9536af9be1e79b4035.jpg,,-,1,失眠患者的福音，沉浸式体验，乔治理发超长版！,0,刘庸干净又卫生,533459953,1634874011,34:16,7519,251140434,BV1Uv411M7s8,False,0,0,0,0,6.2万,1.1万,6489,1887,
14163,219,15653236,http://i1.hdslb.com/bfs/archive/ddf7c50a3679caccf968584829061aec9ef82554.jpg,,-,1,刘庸神作，万人要求的海盗狗。,0,刘庸干净又卫生,533459953,1633264236,00:33,8221,720783904,BV1PQ4y167xk,False,0,0,0,0,43.9万,10.8万,8.9万,9.7万,全站排行榜最高第79名
3415,138,1267113,http://i0.hdslb.com/bfs/archive/463446b171bc3b38f9d8a2b35c20b473aa446b23.jpg,,-,1,乔治理发超长版，满足一些粉丝的要求。,0,刘庸干净又卫生,533459953,1629793094,44:38,9467,720088858,BV1fQ4y1Y7Nt,False,0,0,0,0,7.5万,2.9万,1.2万,2801,
900,21,1023945,http://i2.hdslb.com/bfs/archive/838401fb521c4f40fe3f376994109c264e593491.jpg,,-,1,接上集，乔治刮脸,0,刘庸干净又卫生,533459953,1624878155,02:44,1955,716282133,BV1DX4y1A7xZ,False,0,0,0,0,2.9万,4900,2165,1595,
2577,212,5364588,http://i1.hdslb.com/bfs/archive/fd155a003ef886e058d1322697fc596724e7a786.jpg,,-,1,印度火槟榔，干净又卫生！,0,刘庸干净又卫生,533459953,1623230297,00:43,2258,931094598,BV1MK4y197TT,False,0,0,0,0,10.5万,3795,3589,5539,
453,76,1682582,http://i0.hdslb.com/bfs/archive/5112db5b2f11a5ea718dd57379b72613baecb666.jpg,,-,1,天热买个冰棍儿,0,刘庸干净又卫生,533459953,1617900572,00:54,956,630059384,BV1nb4y1D77D,False,0,0,0,0,4.2万,1322,1393,519,
5497,212,3699478,http://i2.hdslb.com/bfs/archive/d27d5d2b3a0faf5b905559e5d3fddbcafa936bc3.jpg,,-,1,恒河边上的柠檬水,0,刘庸干净又卫生,533459953,1646188303,02:03,11943,936930603,BV13T4y1S7S9,False,0,0,0,0,28.1万,1.5万,8650,1.0万,全站排行榜最高第16名
3158,212,2359823,http://i2.hdslb.com/bfs/archive/2d71582f64e9a4e4f9fe73dd8adf6b74e8197d95.jpg,,-,1,刘庸干净又卫生系列:国内特辑(二)新疆的囊,0,刘庸干净又卫生,533459953,1634788030,00:48,2019,933716613,BV1dT4y1o7Qg,False,0,0,0,0,11.0万,3804,2928,1643,
4949,21,2765983,http://i2.hdslb.com/bfs/archive/f165e21ae6ff70e936a48f0cbfb2ca9bb8288992.jpg,,-,1,游乐园一日游。快乐而短暂的一天。,0,刘庸干净又卫生,533459953,1633146520,04:36,11441,933313422,BV1kT4y1Z7pN,False,0,0,0,0,16.6万,3.3万,9977,2.0万,全站排行榜最高第69名
1993,212,2624569,http://i0.hdslb.com/bfs/archive/1c299d24599aa29421a5da02d99aa5f790efe008.jpg,,-,1,印度街头烤肉串，相当好吃，大肉串就是过瘾。,0,刘庸干净又卫生,533459953,1629704944,00:48,3950,207521066,BV1Ph411q7hH,False,0,0,0,0,7.4万,2140,1882,2313,
690,21,724827,http://i2.hdslb.com/bfs/archive/2a95b2546a59078fc2d669ad4a885177b7d06991.jpg,,-,1,马上快过年的时候，找乔治给我理发，上集。,0,刘庸干净又卫生,533459953,1624785341,02:46,1675,931321878,BV1SM4y1u78X,False,0,0,0,0,2.2万,2706,1636,942,
1987,212,4533331,http://i0.hdslb.com/bfs/archive/437a546634d4f3d7b67f97c273643d392ea33e35.jpg,,-,1,路边喝的冰块水，清凉解暑干净又卫生。,0,刘庸干净又卫生,533459953,1623137366,00:57,2793,588600845,BV1TB4y1M7hh,False,0,0,0,0,9.6万,8808,7490,2.0万,
919,21,2190407,http://i1.hdslb.com/bfs/archive/5107f08baedaf99c1dbcb3d2a42d1bab81f5cd13.jpg,,-,1,我知道你们早就看过了，我只是怀念一下而已。,0,刘庸干净又卫生,533459953,1617809702,00:59,1017,844982996,BV1M54y1b7tD,False,0,0,0,0,5.3万,5952,6343,1476,
3909,21,1343504,http://i2.hdslb.com/bfs/archive/43b1d2ec4430935fef2c7b32c257f80de4299c2b.jpg,,-,1,印度村庄午后街景,0,刘庸干净又卫生,533459953,1646145639,07:11,10105,679454300,BV1Am4y1d7g6,False,0,0,0,0,11.0万,1.4万,2903,1501,
3196,212,3128737,http://i2.hdslb.com/bfs/archive/99ffcdd5583dc591eca759860410f8b4624b4574.jpg,,-,1,刘庸干净又卫生系列：国内美食特别专辑(一),0,刘庸干净又卫生,533459953,1634706608,00:57,4540,251152402,BV1kv411M7jN,False,0,0,0,0,18.8万,6341,8147,7321,全站排行榜最高第41名
1603,59,1069871,http://i1.hdslb.com/bfs/archive/920ec18ff958143d47dde3b493ebb8856dfd8446.jpg,,-,1,一段无与伦比的弹唱。现场的感觉非常好，请您欣赏，国庆节期间更新放飞自己我，国庆后正常美食更新。望周知。,0,刘庸干净又卫生,533459953,1633072781,03:39,860,250865594,BV1qv411G75B,False,0,0,0,0,6.3万,6613,4330,713,
2450,138,1900733,http://i0.hdslb.com/bfs/archive/f7a0d99a0aa378d0e0b713648563847a4893d415.jpg,,-,1,印度乘火车，跟对面大爷比试抠脚。,0,刘庸干净又卫生,533459953,1629632685,00:31,1406,675012867,BV1UU4y1E7EM,False,0,0,0,0,7.3万,6089,5138,1.2万,
1409,212,1828044,http://i0.hdslb.com/bfs/archive/8febb8f0c91bc1d3f7fd3d91d84666e3307e0b7f.jpg,,-,1,街头大乱拌，从不来说味道？详细美食测评！,0,刘庸干净又卫生,533459953,1624705822,02:08,3164,973857266,BV1H44y1z7c3,False,0,0,0,0,5.1万,2529,1628,3424,
1579,212,2557335,http://i1.hdslb.com/bfs/archive/a60dc37f0ee1599319fd6cf635c21f750fbe6ee8.jpg,,-,1,今天又来喝芦荟汁了,0,刘庸干净又卫生,533459953,1622956012,01:17,2898,845927981,BV1354y157MC,False,0,0,0,0,5.3万,2509,3518,1.1万,
311,21,761236,http://i0.hdslb.com/bfs/archive/294dfb5ea37e97fddaa21a9a7addb1b8645f7562.jpg,,-,1,刷刷鞋,0,刘庸干净又卫生,533459953,1617728402,01:25,535,929926800,BV1jK4y1m7Dc,False,0,0,0,0,1.6万,509,503,120,
7073,212,3366493,http://i0.hdslb.com/bfs/archive/604ea952e6eb5a2c4bc2352a02f2e4c1cdf9fc80.jpg,,-,1,今天家里不做饭了，楼下小餐厅对付一口！,0,刘庸干净又卫生,533459953,1645966940,02:47,15863,936795349,BV13T4y1Q7HY,False,0,0,0,0,27.1万,1.6万,7514,7550,全站排行榜最高第12名
3284,212,3225188,http://i1.hdslb.com/bfs/archive/44ed40167561710d4c5633d0d1be186e3a4759b1.jpg,,-,1,经典系列来了：灭霸炸鸡(1),0,刘庸干净又卫生,533459953,1634624930,00:44,4199,548627611,BV1sq4y157pn,False,0,0,0,0,13.5万,5304,4027,3993,全站排行榜最高第66名
1861,21,1324119,http://i0.hdslb.com/bfs/archive/251f592068f078aa9353e013abc9d922d24d89ec.jpg,,-,1,永远不要忘记我们今天的好生活是无数先辈们用生命换来的,0,刘庸干净又卫生,533459953,1632985627,00:24,1334,933342237,BV1DT4y1Z7Wb,False,0,0,0,0,11.5万,1.3万,3565,1493,
1602,212,1905175,http://i1.hdslb.com/bfs/archive/982f7bf73af4c41d56cd2fb525e12e353808787b.jpg,,-,1,吃个早餐成落汤鸡了。油炸饼很好吃。,0,刘庸干净又卫生,533459953,1629541001,00:36,1918,249948583,BV1Vv411N7GM,False,0,0,0,0,5.6万,2144,1336,1353,
3784,212,2552323,http://i1.hdslb.com/bfs/archive/7fa640e02e1ca3e354375620ac2a421e9692f1bd.jpg,,-,1,路边摊甘蔗汁。干净又卫生！,0,刘庸干净又卫生,533459953,1624611071,02:26,7092,376258677,BV1Bo4y1k7Em,False,0,0,0,0,6.6万,7744,3580,1.8万,
1044,212,2302785,http://i1.hdslb.com/bfs/archive/959f7cd2fbbfa0b5f3f70aa6b66c694038eb9d04.jpg,,-,1,印度街头刨冰，干净又卫生！,0,刘庸干净又卫生,533459953,1622886770,00:47,1269,588394242,BV19B4y1u7bx,False,0,0,0,0,4.3万,1358,2218,4482,
1802,76,1865198,http://i0.hdslb.com/bfs/archive/03618589b51382fa34823272301fa083b4eb3547.jpg,,-,1,喝一个养颜美容芦荟汁,0,刘庸干净又卫生,533459953,1617626763,02:11,5065,459943414,BV175411A7L3,False,0,0,0,0,7.0万,1.6万,9947,1.7万,
10976,21,5180218,http://i0.hdslb.com/bfs/archive/5e6e5a4375055c83da3b520fbafaded03da386d9.jpg,,-,1,下班了，路过印度按摩店，放松一下，回家。,0,刘庸干净又卫生,533459953,1645787225,03:09,27450,254330569,BV1cY411G7iY,False,0,0,0,0,32.6万,3.4万,2.3万,4.1万,全站排行榜最高第18名
8218,212,5127311,http://i1.hdslb.com/bfs/archive/6197922ddc7122261f1e75b03531df3f3f919f21.jpg,,-,1,太冷了，印度街头奶茶来一杯。,0,刘庸干净又卫生,533459953,1642414692,02:00,18526,338212874,BV1tR4y1M7rN,False,0,0,0,0,31.0万,2.0万,1.3万,3.6万,全站排行榜最高第21名
3165,239,1355411,http://i0.hdslb.com/bfs/archive/8f87ed2d6bddf95f0ab62ccef01a680100c0d3df.jpg,,-,1,祝大家圣诞节快乐。家附近街头随拍！,0,刘庸干净又卫生,533459953,1640426462,07:19,8419,592510705,BV1Sq4y127zz,False,0,0,0,0,10.1万,1.2万,3390,1392,
3705,21,4160282,http://i1.hdslb.com/bfs/archive/00a0e7ff676286cac934dc03c5a675b0203bf1bc.jpg,,-,1,印度街头买个牙刷，特别的好用，干净又卫生！,0,刘庸干净又卫生,533459953,1638759602,01:32,5382,934647473,BV1QM4y1w7rv,False,0,0,0,0,19.9万,6283,7018,9781,全站排行榜最高第28名
3548,59,1995318,http://i1.hdslb.com/bfs/archive/0ecf05a0c815d30bd070addd21bed32aebb8e47f.jpg,,-,1,是不唱的还行兄弟们？其实我很愿意把喜欢除了吃以外的其他事情分享给大家。,0,刘庸干净又卫生,533459953,1632896515,03:40,2851,718251982,BV1WQ4y1C7TX,False,0,0,0,0,15.1万,3.2万,1.2万,2527,全站排行榜最高第59名
2154,212,2751630,http://i2.hdslb.com/bfs/archive/f3dcefab10bda75f212aa947357037c753cdbc1a.jpg,,-,1,印度火车上的快餐，味道还可以。跟国内不太一样。,0,刘庸干净又卫生,533459953,1629448963,00:38,3118,249963750,BV1bv411N7cy,False,0,0,0,0,6.7万,1802,2065,3494,
1475,212,2422898,http://i0.hdslb.com/bfs/archive/2a20b2e1a7153fd0ddacb61af1e893090b0748c5.jpg,,-,1,印度街头炒面，三口干了没了。,0,刘庸干净又卫生,533459953,1627721310,00:57,3317,504581364,BV1Dg411777k,False,0,0,0,0,6.9万,2276,1757,1724,
298,212,948717,http://i1.hdslb.com/bfs/archive/c99344c76a2ccb1879a78ca7bcfde53ded3567f6.jpg,,-,1,街头水果摊，里面有根毛发,0,刘庸干净又卫生,533459953,1622809416,00:30,388,333402996,BV1sA41137Jx,False,0,0,0,0,2.1万,455,568,384,
2570,21,1769938,http://i0.hdslb.com/bfs/archive/2d38611d1104c110e0f1a548cefc0d1dfa590d5b.jpg,,-,1,原创首发,0,刘庸干净又卫生,533459953,1617384689,04:37,4809,204976877,BV1Rh411D755,False,0,0,0,0,6.5万,6296,7349,3728,
6429,21,3108737,http://i2.hdslb.com/bfs/archive/7949180ba7a8917a6cded4ebce184bf438280edd.jpg,,-,1,印度小鱼啃脚,0,刘庸干净又卫生,533459953,1645600940,02:37,14033,254349090,BV1LY411G71N,False,0,0,0,0,23.7万,1.4万,6434,6760,全站排行榜最高第22名
5567,212,3843699,http://i2.hdslb.com/bfs/archive/0065ec4209b3c2c4b93a9de03a06406ab5700b64.jpg,,-,1,印度美食街，吃点饭，大娘的饭菜干净又卫生,0,刘庸干净又卫生,533459953,1642335290,02:10,15033,295689178,BV1NF411i7zf,False,0,0,0,0,25.7万,1.3万,7413,5851,
3542,212,3063972,http://i2.hdslb.com/bfs/archive/1bece9c2de486807894aaeceae9498f4f69376ee.jpg,,-,1,印度街头吃小时候的回忆，酸角！,0,刘庸干净又卫生,533459953,1640400254,01:18,7408,252509324,BV1bY411H7Fa,False,0,0,0,0,19.5万,8260,7096,9888,全站排行榜最高第73名
3097,21,1431886,http://i2.hdslb.com/bfs/archive/fc2b6e4e3a969961be45d3ed61e32ceafa1f3dc9.jpg,,-,1,印度德里康诺特广场街头夜景,0,刘庸干净又卫生,533459953,1638633731,06:00,6955,722029268,BV1jS4y1X7Yo,False,0,0,0,0,9.7万,1.2万,3114,1166,
3453,21,4843539,http://i0.hdslb.com/bfs/archive/ec0f0372af359c79f227a7f9d3e9e5909bce008b.jpg,,-,1,印度大街上水沟子里乘凉的猪。,0,刘庸干净又卫生,533459953,1632818629,00:30,4257,505849575,BV1ng411F7vs,False,0,0,0,0,16.0万,1.8万,1.3万,1.9万,
2511,21,2110289,http://i0.hdslb.com/bfs/archive/b9397d66ee4e3ac11f5dcca513a67575dc131b26.jpg,,-,1,印度的火车，特别过瘾，那一刻有自由的感觉。,0,刘庸干净又卫生,533459953,1629358990,00:49,1808,847429100,BV1XL4y1e7o8,False,0,0,0,0,8.1万,3839,2822,2235,
1300,212,1021620,http://i2.hdslb.com/bfs/archive/ec883214eab82db1cd5c26f6f1b95961f33fc979.jpg,,-,1,印度街头黄瓜摊儿,0,刘庸干净又卫生,533459953,1627634334,00:35,1642,546995358,BV1uq4y1p7Pu,False,0,0,0,0,3.5万,1163,848,499,
488,212,1066585,http://i0.hdslb.com/bfs/archive/0c224cd26d0651486bea82892d3e6ad6825dc14c.jpg,,-,1,手摇柠檬汁，超级好喝。,0,刘庸干净又卫生,533459953,1622690960,00:49,698,715954346,BV1KQ4y197Ho,False,0,0,0,0,2.7万,778,778,662,
2782,21,1678075,http://i1.hdslb.com/bfs/archive/70d77f9ef7094b387ac2723bd9318ef43f53019a.jpg,,-,1,上集视频漏发片段，补上。,0,刘庸干净又卫生,533459953,1645450503,01:57,3755,466735551,BV1SL411K7Zn,False,0,0,0,0,10.5万,7121,2281,982,
3344,212,3693572,http://i2.hdslb.com/bfs/archive/6c1fe07a6f8bf74c9cbdcb2de9e0464a49bb046c.jpg,,-,1,今天下班路上有点热，吃个印度小冰棍。,0,刘庸干净又卫生,533459953,1642130662,01:06,5438,380629918,BV1wZ4y1D7J6,False,0,0,0,0,22.6万,8257,4980,3201,全站排行榜最高第70名
3353,239,2171599,http://i2.hdslb.com/bfs/archive/da0a34904932a85cc6ec3753033b03d3ed63f951.jpg,,,1,兄弟们，我又搬新家了！,0,刘庸干净又卫生,533459953,1640318411,03:32,6305,592565116,BV1Mq4y1m7CX,False,0,0,0,0,12.7万,9396,3395,1889,
4983,212,3394668,http://i1.hdslb.com/bfs/archive/3232e169887b40bf7fdf25164412e85bfc78b5ee.jpg,,-,1,清真餐厅吃羊肉随拍。,0,刘庸干净又卫生,533459953,1638553388,11:46,13973,337124494,BV1pR4y1s7j2,False,0,0,0,0,16.0万,1.8万,5713,2751,全站排行榜最高第63名
3185,212,3236128,http://i0.hdslb.com/bfs/archive/8d6f53783a49e969240db9ddba0652eb25246a92.jpg,,-,1,兄弟们，都说我从不说味道？今天我说了，还很详细。,0,刘庸干净又卫生,533459953,1632728320,01:38,6553,675643755,BV1WU4y1A7eQ,False,0,0,0,0,13.1万,9618,3301,2128,全站排行榜最高第77名
2418,212,1432940,http://i0.hdslb.com/bfs/archive/378219ff7abbde005427bf22bab22728fa13e9b0.jpg,,-,1,印度街头黄瓜拌土豆子。,0,刘庸干净又卫生,533459953,1629284293,00:50,1903,889938383,BV1pP4y1s7wr,False,0,0,0,0,5.2万,2299,1489,3067,
1722,212,1286603,http://i0.hdslb.com/bfs/archive/4e4b8339d08ae83da5fe1d3d193b9ed574d77408.jpg,,-,1,印度街头甘蔗汁，甘蔗太长，怼我肚子上了,0,刘庸干净又卫生,533459953,1627561550,01:14,1364,461951256,BV1dL411J727,False,0,0,0,0,4.6万,1473,969,942,
833,212,1665920,http://i1.hdslb.com/bfs/archive/79b68398834b6b53f7c12e6e353b0e0cbb7e5d9a.jpg,,-,1,街头免费发放的早饭。,0,刘庸干净又卫生,533459953,1622570488,00:35,481,630921434,BV1vb4y1Z7QN,False,0,0,0,0,3.9万,868,1254,254,
6127,21,2404644,http://i0.hdslb.com/bfs/archive/3ea3bb532fea37a2cc28286f2cf7423c8226a212.jpg,,-,1,印度街头日常闲逛,0,刘庸干净又卫生,533459953,1645448393,07:08,16008,551641394,BV1Xi4y117Ef,False,0,0,0,0,16.4万,2.4万,5001,2628,全站排行榜最高第32名
5070,212,5679490,http://i2.hdslb.com/bfs/archive/ae74d337095b23315dbf5f21713ec9067a5aedbd.jpg,,-,1,印度街头秘制小汉堡，干净又卫生！,0,刘庸干净又卫生,533459953,1642039213,02:48,11756,295556402,BV1sF411v7Ro,False,0,0,0,0,32.0万,1.2万,1.0万,8367,全站排行榜最高第32名
2975,212,4088804,http://i0.hdslb.com/bfs/archive/64507dddb8302316d22e7a8d113d3ccc2995026e.jpg,,-,1,印度街头蛋糕。非常的卫生也很安全,0,刘庸干净又卫生,533459953,1640229448,00:56,5099,465107879,BV1iL41157cd,False,0,0,0,0,20.9万,5747,5121,2555,全站排行榜最高第44名
2929,212,2892422,http://i2.hdslb.com/bfs/archive/0e534ebc181132d76da7a5611bdcfcd4ca94728e.jpg,,-,1,印度的冬天来一杯街头冰爽西瓜汁！,0,刘庸干净又卫生,533459953,1638500401,00:51,3632,764572879,BV1Ur4y1Q7HK,False,0,0,0,0,15.5万,8225,3770,2318,
7155,21,2626652,http://i0.hdslb.com/bfs/archive/9dc9f8dd765c54673ff7db8dcb83c60d68e4fc00.jpg,,-,1,今天有两个小问题，要和大家汇报。,0,刘庸干净又卫生,533459953,1632649029,04:11,12828,548228878,BV17q4y1P7u6,False,0,0,0,0,17.7万,6.2万,7014,1567,全站排行榜最高第26名
1648,21,1150534,http://i2.hdslb.com/bfs/archive/273ef363b3dfb414278c3389f8d1eaf66936e48e.jpg,,-,1,印度街头纹身摊位，我在考虑要不要纹个啥。,0,刘庸干净又卫生,533459953,1629188345,00:47,1105,504978391,BV1hg41157VE,False,0,0,0,0,3.0万,722,754,888,
1290,212,886510,http://i2.hdslb.com/bfs/archive/c7b86f1efc5ce1deb5dc70f3240713d86f231bc5.jpg,,-,1,街头喝甘蔗汁，跟印度小孩干杯。,0,刘庸干净又卫生,533459953,1627461177,00:53,987,376875165,BV1Eo4y1Q71z,False,0,0,0,0,3.2万,1030,789,758,
224,21,602170,http://i2.hdslb.com/bfs/archive/7d6d1ef2602c22a4f1526dd52463ba6ac2a2c4b9.jpg,,-,1,随手拍了一个，大娘冲我笑啥呢这是？,0,刘庸干净又卫生,533459953,1622485788,00:42,236,333388089,BV1bA411374z,False,0,0,0,0,1.7万,284,431,86,
5630,212,3147581,http://i1.hdslb.com/bfs/archive/6014cfd14b863a87fd007669602b10eaed9f5490.jpg,,-,1,故地重游，街头喝水，美女环绕。,0,刘庸干净又卫生,533459953,1645278696,02:54,11784,509243243,BV1Hu411X7D4,False,0,0,0,0,25.1万,1.7万,6735,6387,全站排行榜最高第19名
5463,212,3433276,http://i1.hdslb.com/bfs/archive/5ee6d900f65c37fa331a7645f33e414e96856d04.jpg,,-,1,印度餐晚饭闲聊。,0,刘庸干净又卫生,533459953,1641956415,04:43,9965,850509185,BV1gL4y1b72j,False,0,0,0,0,17.1万,1.5万,4150,1963,
4195,212,2442760,http://i0.hdslb.com/bfs/archive/2f0d03d45492a6f51fe1870f18b4c9fa89b6aefa.jpg,,-,1,印度超市采购日常所需,0,刘庸干净又卫生,533459953,1640149599,04:06,8488,807537937,BV1d34y167fY,False,0,0,0,0,16.6万,8756,4197,1327,全站排行榜最高第43名
4371,212,3986293,http://i0.hdslb.com/bfs/archive/cbac1ec74daa86f926cb1acb564c263f18d3c87a.jpg,,-,1,印度街头午餐，鸡蛋面包，干净又卫生！,0,刘庸干净又卫生,533459953,1638419188,01:51,9459,337022272,BV1aR4y147mJ,False,0,0,0,0,22.0万,1.1万,7064,3993,全站排行榜最高第40名
2502,21,1747505,http://i1.hdslb.com/bfs/archive/377e8b984d328b55691172b26fa4bd9557a47a81.jpg,,-,1,终于可以睡个好觉了，失眠患者的福音，半个月一次的乔治理发又来了。,0,刘庸干净又卫生,533459953,1632575519,41:10,6738,933125142,BV1FM4y137pf,False,0,0,0,0,7.1万,1.3万,7555,2157,
1670,212,1747132,http://i2.hdslb.com/bfs/archive/d7fed430d7b73814567d3f8ce02e650692018413.jpg,,-,1,街头凉拌绿豆。非常的好吃，干净又卫生！,0,刘庸干净又卫生,533459953,1629108185,00:48,1873,804995783,BV1My4y157Tz,False,0,0,0,0,5.5万,1939,1493,2370,
1427,212,2283723,http://i0.hdslb.com/bfs/archive/26e9858706b68dfa64b1023a75cf33945f408386.jpg,,-,1,印度脚丫子切羊肉,0,刘庸干净又卫生,533459953,1627378582,00:49,1290,376970889,BV1Ko4y1S71Q,False,0,0,0,0,5.4万,1507,1693,4193,
1585,212,2986987,http://i1.hdslb.com/bfs/archive/e927278ad56a846d64793da9abe9b58f4bb4d4e1.jpg,,-,1,当老板在我后面擦拭刀的时候，我慌了。,0,刘庸干净又卫生,533459953,1622388130,00:55,1520,760766827,BV1o64y1r77g,False,0,0,0,0,8.9万,3224,3322,938,
5629,212,3116246,http://i1.hdslb.com/bfs/archive/3ac709a6c98ba4f664ae0f4bb1e343188ef93703.jpg,,-,1,来给刨冰大爷拜个晚年,0,刘庸干净又卫生,533459953,1645080806,02:29,8791,509043676,BV1Pu411R7Tu,False,0,0,0,0,30.0万,2.7万,1.1万,5173,全站排行榜最高第12名
5101,212,3558585,http://i2.hdslb.com/bfs/archive/354d29d4eb78947bd5fd43aa444e413aba3a0274.jpg,,-,1,喝一杯印度街头玛莎拉水,0,刘庸干净又卫生,533459953,1641862804,01:21,4883,893047896,BV1UP4y1E7wA,False,0,0,0,0,23.5万,9217,5863,5409,全站排行榜最高第27名
5497,212,4078177,http://i1.hdslb.com/bfs/archive/51101867082bc835b9e682b533946fc4ccb92ea5.jpg,,-,1,还记得前几天吃的烧烤吗？挺好吃，再来吃一次。,0,刘庸干净又卫生,533459953,1640055611,02:24,16574,634997570,BV1Jb4y1v7LW,False,0,0,0,0,23.2万,1.4万,9046,1.4万,全站排行榜最高第25名
